address,content_type,status_code,status,indexability,indexability_status,inlinks,response_time,source_pages,anchor_text,recommended_fix
https://support.shoplineapp.com/hc/zh-tw/articles/360025023752-手機註冊與登入-顧客登入設定,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.101,https://shopline.tw/changelog,2024/12/19 登入強制補填會員資料 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/360024999031-首頁-Shoplytics,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.123,https://shopline.tw/changelog,2025/06/30 Shoplytics 智慧洞察 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/16974542207129-會員資料獎賞,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,2,0.144,https://shopline.tw/changelog | https://shopline.tw/changelog,2025/02/17 會員資料獎賞 - 新增訂閱獎賞 已上線 功能優化 | 2024/3/27 會員資料獎賞通知開關 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/33085647949209--即將推出-顧客行為-流量與轉換分析-Shoplytics,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.090,https://shopline.tw/changelog,2024/7/15 Shoplytics 瀏覽量數據優化 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/360029655552-店員如何操作結帳流程-POS-App,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.089,https://shopline.tw/changelog,2025/11/14 POS App 購物車顯示「商品貨號」 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/360027998991-預設商品銷售時間,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.103,https://shopline.tw/changelog,2024/9/18 預設商品銷售時間支援設定到分鐘 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/38567010173849-Google-帳號快速註冊-登入商店會員-顧客登入設定,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.112,https://shopline.tw/changelog,2025/01/16 Google 帳號快速註冊 / 登入商店會員 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/53277533199641,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.099,https://shopline.tw/changelog,2026/01/05 Shopper App 1.17 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/42058427134105-新版帳戶管理介面-SHOPLINE-Payments-台灣,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.100,https://shopline.tw/changelog,2025/08/13 SHOPLINE Payments 帳戶支援設定自動提款設定及保留可用餘額 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/52920565361945,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.101,https://shopline.tw/changelog,2026/04/16 管理員敏感操作發通知信 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/12557720448537-功能設定-Smart-OMO-會員導購工具,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.080,https://shopline.tw/changelog,2025/01/15 Smarrt OMO 自訂導購連結認列時效 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/4753284432153-管理顧客分群,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.222,https://shopline.tw/changelog,2024/5/29 顧客分群支援排程發送購物金／點數 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/24191989236377-YouTube-Shopping-頻道串接,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.105,https://shopline.tw/changelog,2024/12/20 YouTube Shopping 頻道串接 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/360037216692-會員點數基本功能介紹,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.100,https://shopline.tw/changelog,2024/2/5 會員點數、購物金介面優化 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/30331934854041-限制顧客於直播-貼文留言下單,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.084,https://shopline.tw/changelog,2024/4/24 限制顧客關鍵字下單 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/57257385006873--即將推出-商品詳情頁顯示-商品銷售數,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.101,https://shopline.tw/changelog,2026/05/21 商品詳情頁顯示商品銷售數 即將推出 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/26903543194009,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.114,https://shopline.tw/changelog,2025/04/09 商品列表頁個別展示規格圖片 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/6731806131609-顧客-分眾分析-Shoplytics,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.108,https://shopline.tw/changelog,2024/12/30 分眾分析 Smart RFIM 優化 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/360000789083-定期購服務說明,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.098,https://shopline.tw/changelog,2024/10/15 定期購支援子單編輯 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/33160966183577-查看優惠券領取-使用紀錄,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.116,https://shopline.tw/changelog,2024/6/20 查看優惠券領取／使用紀錄 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/4409112134681-組合商品,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,3,0.095,https://shopline.tw/changelog | https://shopline.tw/changelog | https://shopline.tw/changelog,2026/04/15 組合商品支援會員價、會員等級價格 即將推出 功能優化 | 2025/09/24 組合商品可編輯價格 已上線 功能優化 | 2024/6/11 組合商品優化 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/48860557580057,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.090,https://shopline.tw/changelog,2026/02/24 進階目錄 App 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/360036040171-自訂訊息內容-會員相關通知,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,2,0.088,https://shopline.tw/changelog | https://shopline.tw/changelog,2026/04/17 自訂訊息功能優化：「點數即將到期通知」、「會員即將降級通知」 已上線 功能優化 | 2024/4/25 自訂訊息設定發送時間 已上線 功能優化,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/30542237517721-待辦訊息-訊息中心,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.096,https://shopline.tw/changelog,2024/4/24 訊息中心增加訊息「標記為待辦」 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
https://support.shoplineapp.com/hc/zh-tw/articles/38590321519129-結帳方式-獨立分潤賣場,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,1,0.098,https://shopline.tw/changelog,2026/05/26 獨立分潤賣場 - 支持註冊登入 已上線 新功能,確認外部支援中心 URL 是否仍可公開；若 403 為預期，改連可公開頁或移除導流連結。
